AccountID,CustomerID,AccountTypeID,AccountStatusID,Balance,OpeningDate,Balance_INR,TxnFrequency_90d,AvgTxnAmount_INR
201383,10066,2,1,29435.63,2019-04-24 00:00:00.000,2472592.92,0,212635.17
200641,10528,3,1,74153.48,2020-01-12 00:00:00.000,6228892.32,0,227478.75
200931,10340,3,2,14835.88,2018-08-18 00:00:00.000,1246213.92,0,207010.39
201543,10236,5,1,3399.25,2018-06-16 00:00:00.000,285537.0,0,226438.05
200836,10883,5,1,-233.87,2019-01-19 00:00:00.000,-19645.08,0,185118.59
201028,10145,3,1,6784.78,2018-02-07 00:00:00.000,569921.52,0,194308.86
201512,10194,2,1,61227.34,2019-08-25 00:00:00.000,5143096.56,0,194212.35
200357,10030,1,1,33379.74,2020-08-15 00:00:00.000,2803898.16,0,221112.58
200374,10745,3,1,82926.12,2018-02-13 00:00:00.000,6965794.08,0,226373.46
201168,11042,1,1,8278.63,2020-08-29 00:00:00.000,695404.92,0,201896.69
200835,10913,4,3,70736.67,2021-11-22 00:00:00.000,5941880.28,0,198319.96
200672,10736,1,1,33094.26,2020-09-07 00:00:00.000,2779917.84,0,239383.36
201115,10014,1,2,83513.23,2021-06-18 00:00:00.000,7015111.32,0,234382.63
201498,10723,1,1,60251.22,2020-10-24 00:00:00.000,5061102.48,0,246646.12
201377,10592,2,3,4677.54,2020-12-29 00:00:00.000,392913.36,0,225596.04
201249,10072,4,1,42979.84,2020-04-06 00:00:00.000,3610306.56,0,202060.46
201450,10657,4,1,45858.74,2019-07-04 00:00:00.000,3852134.16,0,233590.6
200978,10619,2,1,47109.88,2020-03-08 00:00:00.000,3957229.92,0,208552.53
201134,10390,1,1,61924.24,2021-07-20 00:00:00.000,5201636.16,0,240648.11
201407,10152,2,1,43249.76,2021-12-19 00:00:00.000,3632979.84,1,204215.82
201475,10718,4,1,80350.86,2018-02-01 00:00:00.000,6749472.24,0,200394.66
201224,10072,3,1,78730.2,2020-08-29 00:00:00.000,6613336.8,0,220663.17
200299,10053,1,1,77758.44,2018-10-12 00:00:00.000,6531708.96,0,230190.19
200559,10568,1,1,69307.18,2021-02-03 00:00:00.000,5821803.12,0,225307.9
200444,10779,1,1,4103.36,2019-02-10 00:00:00.000,344682.24,0,199859.28
201375,10956,2,1,93655.02,,7867021.68,1,193259.02
201370,11081,3,1,45552.93,2022-01-05 00:00:00.000,3826446.12,1,192121.56
201007,10541,3,1,19557.46,2019-07-01 00:00:00.000,1642826.64,1,209733.6
200260,10742,1,2,66974.97,2018-06-07 00:00:00.000,5625897.48,0,206031.6
200171,10729,1,1,19826.46,2020-06-19 00:00:00.000,1665422.64,0,233235.39
200689,10205,1,1,80386.19,2020-08-31 00:00:00.000,6752439.96,0,231693.97
200105,10625,5,2,33473.34,2018-10-29 00:00:00.000,2811760.56,0,201322.29
201201,10760,2,1,16158.07,2018-06-27 00:00:00.000,1357277.88,0,204292.9
200448,11068,4,2,89822.89,2018-10-15 00:00:00.000,7545122.76,0,212234.93
200807,10387,2,3,94042.15,2019-03-10 00:00:00.000,7899540.6,1,244826.53
201521,10895,5,1,19290.69,2019-10-19 00:00:00.000,1620417.96,0,219244.55
200988,10614,5,1,32176.3,2018-09-08 00:00:00.000,2702809.2,0,207094.18
200156,10492,5,1,44226.17,2020-01-24 00:00:00.000,3714998.28,0,203915.98
200027,10691,5,1,37361.45,2020-11-06 00:00:00.000,3138361.8,1,207334.15
200612,10743,2,1,65135.68,2018-09-16 00:00:00.000,5471397.12,0,225104.38
201492,11095,5,2,69060.9,2019-04-15 00:00:00.000,5801115.6,1,218630.32
200947,10906,1,1,12696.33,2021-04-08 00:00:00.000,1066491.72,0,216077.95
200043,10894,4,1,79719.69,2021-07-31 00:00:00.000,6696453.96,0,174658.52
201163,10554,3,1,18417.51,2019-11-28 00:00:00.000,1547070.84,0,208305.4
200801,10377,1,1,66280.88,2019-11-15 00:00:00.000,5567593.92,1,222654.05
200899,10265,3,1,60784.62,2018-12-12 00:00:00.000,5105908.08,0,205694.72
200356,10450,3,2,9782.45,2018-05-25 00:00:00.000,821725.8,0,235107.6
200233,11062,4,1,52635.31,2018-11-15 00:00:00.000,4421366.04,1,220582.95
200330,10729,1,1,87731.37,2019-10-08 00:00:00.000,7369435.08,0,240764.67
200909,10066,4,1,10768.21,2018-09-24 00:00:00.000,904529.64,0,200673.7
200021,10929,1,2,75314.83,2018-08-02 00:00:00.000,6326445.72,0,221915.65
200268,10345,2,1,63328.69,2018-01-25 00:00:00.000,5319609.96,2,232236.25
200943,10475,1,1,94132.42,2018-03-25 00:00:00.000,7907123.28,0,238216.74
200243,10698,3,1,28537.58,2018-11-21 00:00:00.000,2397156.72,0,179024.27
200209,10141,5,2,20828.49,2018-11-25 00:00:00.000,1749593.16,0,255697.16
200800,10896,5,1,66997.3,2021-11-07 00:00:00.000,5627773.2,0,235251.69
200228,10997,3,1,10485.76,2019-12-28 00:00:00.000,880803.84,0,202857.25
201269,10041,5,1,30914.75,2019-11-10 00:00:00.000,2596839.0,0,226591.71
200578,10705,4,2,24570.15,2018-09-03 00:00:00.000,2063892.6,0,237519.97
200498,10800,1,1,15998.84,2018-12-04 00:00:00.000,1343902.56,0,166557.56
201605,10458,1,3,61452.84,2021-01-10 00:00:00.000,5162038.56,0,220479.14
200096,10659,2,2,7371.56,2018-10-18 00:00:00.000,619211.04,0,198840.19
200824,10075,4,1,33251.84,2019-10-31 00:00:00.000,2793154.56,0,205001.69
201287,10741,5,1,61811.52,2021-08-02 00:00:00.000,5192167.68,0,225623.88
201209,10748,2,1,44989.68,2021-01-25 00:00:00.000,3779133.12,0,239141.44
201502,10718,3,1,68003.49,2019-07-21 00:00:00.000,5712293.16,0,200559.27
200615,10651,1,1,97085.48,2018-08-27 00:00:00.000,8155180.32,0,236118.22
200019,10987,2,1,46697.84,2018-04-14 00:00:00.000,3922618.56,0,181971.4
200363,11017,4,1,61675.17,2021-07-06 00:00:00.000,5180714.28,0,208695.98
201496,10985,5,1,7522.28,2019-05-04 00:00:00.000,631871.52,0,203025.86
200987,10173,2,1,74953.59,2022-01-26 00:00:00.000,6296101.56,0,196385.02
201627,10297,2,1,63276.07,2021-06-07 00:00:00.000,5315189.88,0,231176.28
200198,10710,4,1,41712.43,2020-08-30 00:00:00.000,3503844.12,0,238532.61
200768,10472,5,2,35557.51,2020-01-09 00:00:00.000,2986830.84,0,226723.62
200239,10608,2,1,90045.38,2020-09-08 00:00:00.000,7563811.92,0,234548.73
201257,10807,3,1,75151.44,2018-05-11 00:00:00.000,6312720.96,0,193792.15
200093,10753,3,1,94367.39,2020-08-13 00:00:00.000,7926860.76,0,194249.63
201256,10443,4,1,54267.69,2019-10-25 00:00:00.000,4558485.96,0,220577.7
200575,10473,3,1,68796.18,2020-03-17 00:00:00.000,5778879.12,0,257905.65
201369,10130,1,1,28474.18,2020-08-22 00:00:00.000,2391831.12,0,202057.37
200778,10543,3,2,56580.01,2021-10-09 00:00:00.000,4752720.84,0,245879.85
201197,10817,5,1,33695.66,2019-05-13 00:00:00.000,2830435.44,0,229841.86
201403,10950,3,2,19307.32,2021-10-04 00:00:00.000,1621814.88,0,215391.45
200942,10448,4,1,20566.29,2018-06-25 00:00:00.000,1727568.36,0,194431.65
201290,10518,4,1,65129.17,2020-04-25 00:00:00.000,5470850.28,0,220446.83
201303,10434,4,1,52486.18,2021-03-20 00:00:00.000,4408839.12,0,192064.61
200683,10887,3,1,77337.56,2018-02-19 00:00:00.000,6496355.04,0,197941.41
201178,10500,4,1,91571.7,2019-09-06 00:00:00.000,7692022.8,0,218346.91
200375,10359,3,1,-484.03,2018-01-22 00:00:00.000,-40658.52,0,151670.33
200602,11032,1,1,37855.48,2020-11-26 00:00:00.000,3179860.32,0,190147.53
200911,10472,4,2,1982.54,2021-03-29 00:00:00.000,166533.36,0,185106.41
200389,10893,3,2,63269.23,2020-05-13 00:00:00.000,5314615.32,0,238395.82
200858,10895,1,2,51078.34,2020-12-19 00:00:00.000,4290580.56,0,190974.91
200676,10322,3,1,73634.29,2025-11-08 00:00:00.000,6185280.36,1,221177.97
200552,10920,4,1,57401.58,2020-10-13 00:00:00.000,4821732.72,0,202066.53
201507,10305,5,1,66363.63,2019-05-02 00:00:00.000,5574544.92,0,186076.83
200571,10822,2,1,38267.06,2020-08-23 00:00:00.000,3214433.04,0,219443.25
201328,10378,2,1,8886.02,2020-06-07 00:00:00.000,746425.68,0,199121.34
200649,10515,5,2,70672.09,2021-03-01 00:00:00.000,5936455.56,0,223369.73
201313,10908,3,1,46225.22,2019-12-29 00:00:00.000,3882918.48,0,218096.59
200373,10803,3,1,5341.19,2021-10-02 00:00:00.000,448659.96,0,214216.33
200915,10991,1,1,64672.06,2019-08-30 00:00:00.000,5432453.04,0,198098.04
201384,10669,2,3,80291.35,2018-09-26 00:00:00.000,6744473.4,2,169317.79
201030,10266,3,1,97583.98,2019-04-17 00:00:00.000,8197054.32,0,234427.85
201242,10514,1,1,97505.74,2018-10-06 00:00:00.000,8190482.16,0,212044.56
201461,10909,3,1,1067.92,2018-09-23 00:00:00.000,89705.28,0,214885.85
200628,10220,2,2,86449.35,2021-04-25 00:00:00.000,7261745.4,0,208045.03
201044,10599,3,1,31813.08,2018-07-26 00:00:00.000,2672298.72,0,173052.06
201625,10911,3,2,88833.03,2020-10-09 00:00:00.000,7461974.52,0,201547.36
201396,10383,4,1,46889.38,2020-02-22 00:00:00.000,3938707.92,0,207787.69
200751,10739,4,1,11153.1,2020-09-28 00:00:00.000,936860.4,0,263008.17
201060,10491,4,1,13816.59,2020-01-16 00:00:00.000,1160593.56,0,250021.3
200022,10697,3,1,54626.23,2021-12-13 00:00:00.000,4588603.32,0,199852.58
201315,10821,5,2,98852.39,2020-03-11 00:00:00.000,8303600.76,0,206494.84
200601,11013,2,1,24970.51,2019-03-20 00:00:00.000,2097522.84,0,202793.28
201536,10978,2,1,53964.3,2018-07-02 00:00:00.000,4533001.2,0,180133.02
200499,10779,4,1,41756.99,2019-03-13 00:00:00.000,3507587.16,0,235423.96
200859,11068,1,1,96162.77,2018-05-18 00:00:00.000,8077672.68,0,225332.6
200539,10891,4,1,63989.93,2021-02-08 00:00:00.000,5375154.12,0,208739.09
200879,10491,3,1,81043.65,2018-08-18 00:00:00.000,6807666.6,0,194637.66
200191,10107,2,1,64668.96,2021-04-07 00:00:00.000,5432192.64,0,240005.25
201423,10285,5,1,34139.84,2019-08-29 00:00:00.000,2867746.56,0,156254.86
201100,10349,4,2,7238.29,2020-08-16 00:00:00.000,608016.36,0,230786.83
200525,10096,4,2,3728.4,2019-05-25 00:00:00.000,313185.6,0,171527.66
201285,10410,2,1,7142.29,2019-09-20 00:00:00.000,599952.36,0,193189.87
200226,10426,5,1,41080.03,2021-01-14 00:00:00.000,3450722.52,0,174906.6
200381,10838,4,2,2046.9,2021-01-03 00:00:00.000,171939.6,0,226662.24
201583,11041,4,1,24816.84,2018-08-11 00:00:00.000,2084614.56,1,191743.6
200424,10522,1,1,88759.77,2021-04-18 00:00:00.000,7455820.68,0,145978.96
201040,10664,5,3,34532.54,2020-11-30 00:00:00.000,2900733.36,1,210859.82
201235,10446,5,1,43432.25,2020-06-04 00:00:00.000,3648309.0,0,213598.6
200001,10106,2,1,45976.72,2021-07-03 00:00:00.000,3862044.48,0,217031.45
200906,10982,5,1,9453.32,2019-12-28 00:00:00.000,794078.88,0,185527.66
200818,10411,2,1,29665.12,2018-12-28 00:00:00.000,2491870.08,0,194508.69
200630,10716,5,2,27089.05,2020-12-16 00:00:00.000,2275480.2,0,224543.9
200408,10716,3,1,76094.38,2020-08-29 00:00:00.000,6391927.92,0,154954.33
201237,11039,2,1,53106.86,2019-06-04 00:00:00.000,4460976.24,0,252988.08
200776,11083,3,2,40804.47,2020-11-05 00:00:00.000,3427575.48,0,254184.35
200054,10316,5,1,63209.82,2018-04-05 00:00:00.000,5309624.88,0,212559.77
200622,10072,4,1,93463.8,2018-12-25 00:00:00.000,7850959.2,0,211783.75
200658,10187,5,1,86577.85,2018-08-18 00:00:00.000,7272539.4,0,219293.59
200967,10930,1,1,64653.85,2019-08-12 00:00:00.000,5430923.4,0,174885.48
200174,10171,4,3,93803.16,2019-01-24 00:00:00.000,7879465.44,1,223952.64
201406,10906,3,1,11905.54,2018-01-03 00:00:00.000,1000065.36,0,209874.0
200714,10368,5,1,95795.81,2022-01-20 00:00:00.000,8046848.04,1,221738.13
200086,10133,3,1,48388.47,2026-03-20 00:00:00.000,4064631.48,0,239037.32
200810,10209,1,1,50288.56,2021-12-29 00:00:00.000,4224239.04,0,185553.61
201598,10928,1,1,87141.62,2020-12-21 00:00:00.000,7319896.08,0,187179.89
201378,10291,5,1,3388.13,2019-08-12 00:00:00.000,284602.92,0,180788.46
201125,10719,4,1,31958.06,2018-02-11 00:00:00.000,2684477.04,0,203360.49
201503,10298,2,2,8447.57,2018-05-23 00:00:00.000,709595.88,0,218532.04
201622,10328,3,1,53194.87,2018-11-30 00:00:00.000,4468369.08,0,171552.46
200745,10326,5,1,67365.33,2020-02-10 00:00:00.000,5658687.72,0,189113.27
200687,10338,4,3,62288.73,,5232253.32,0,202854.59
200547,10655,1,1,31878.18,2018-02-17 00:00:00.000,2677767.12,0,208738.4
200748,10764,2,1,30016.82,2020-05-02 00:00:00.000,2521412.88,0,215013.01
200289,10699,4,1,59032.48,2018-11-13 00:00:00.000,4958728.32,0,219646.78
200460,10989,3,1,19062.04,2020-04-05 00:00:00.000,1601211.36,0,181599.98
201571,10738,3,1,75100.88,2020-11-21 00:00:00.000,6308473.92,0,241855.76
200148,10680,2,1,19169.97,2019-01-08 00:00:00.000,1610277.48,0,176029.92
200516,10951,3,1,8374.94,2021-02-25 00:00:00.000,703494.96,0,227567.53
201043,10829,4,1,98193.39,2025-11-01 00:00:00.000,8248244.76,0,220510.94
201437,10836,1,1,73882.0,2019-09-22 00:00:00.000,6206088.0,0,227897.48
200338,10603,5,1,94115.37,2019-08-22 00:00:00.000,7905691.08,0,214622.71
201193,10568,2,1,23397.62,2020-01-18 00:00:00.000,1965400.08,0,175168.76
200076,10350,4,3,84752.19,2019-04-02 00:00:00.000,7119183.96,0,237045.15
200765,10484,5,1,87592.18,2020-05-05 00:00:00.000,7357743.12,0,215064.97
200206,10909,4,1,60464.15,2019-04-22 00:00:00.000,5078988.6,0,199672.34
200102,10446,4,1,81059.87,2020-09-10 00:00:00.000,6809029.08,0,218104.49
200302,10053,3,1,66179.18,2019-01-06 00:00:00.000,5559051.12,1,218012.89
200572,10963,3,1,69371.4,2022-02-06 00:00:00.000,5827197.6,0,206239.02
200840,10502,5,1,6781.42,2019-06-18 00:00:00.000,569639.28,0,178239.14
200248,10636,2,1,56908.2,2021-01-23 00:00:00.000,4780288.8,0,206290.82
200956,10887,3,1,1763.48,2018-12-28 00:00:00.000,148132.32,0,169219.19
200495,11051,2,1,99576.52,2018-09-03 00:00:00.000,8364427.68,0,179703.96
200267,10895,4,2,16849.22,2020-08-26 00:00:00.000,1415334.48,0,218855.97
200418,10205,5,1,92852.87,2022-01-08 00:00:00.000,7799641.08,0,218105.21
201188,10050,2,1,1832.23,2021-02-24 00:00:00.000,153907.32,0,212751.94
201589,10272,3,2,87870.96,2019-11-09 00:00:00.000,7381160.64,0,178392.1
201390,10700,5,2,18214.86,2020-05-03 00:00:00.000,1530048.24,0,205940.52
200415,10030,3,1,85956.02,2020-09-26 00:00:00.000,7220305.68,0,230311.71
201033,10190,2,1,21893.19,,1839027.96,1,186775.85
200679,10353,2,1,95993.15,2021-02-17 00:00:00.000,8063424.6,1,191642.09
201436,10706,3,1,11204.58,2018-09-24 00:00:00.000,941184.72,0,196801.32
200422,10670,1,1,56501.8,2021-09-25 00:00:00.000,4746151.2,0,227524.58
201389,10870,1,1,48802.76,2019-10-20 00:00:00.000,4099431.84,0,224555.07
201399,10628,2,2,62704.13,2019-03-01 00:00:00.000,5267146.92,0,168727.02
201604,10637,2,1,31197.66,2019-03-30 00:00:00.000,2620603.44,0,230773.02
201607,10117,3,1,42912.69,2018-02-23 00:00:00.000,3604665.96,0,234963.06
201022,10050,4,1,42042.75,2018-08-19 00:00:00.000,3531591.0,0,221754.09
201063,10833,4,2,6138.42,2019-03-22 00:00:00.000,515627.28,0,210811.56
201152,10441,4,1,17726.86,2020-01-05 00:00:00.000,1489056.24,1,205151.99
201175,10611,1,1,90209.21,2021-02-02 00:00:00.000,7577573.64,0,184696.14
200586,10819,5,1,80092.14,2021-09-02 00:00:00.000,6727739.76,0,211829.0
201608,10458,1,1,-332.64,2019-12-05 00:00:00.000,-27941.76,0,226015.14
201349,10713,3,1,44268.2,2019-03-29 00:00:00.000,3718528.8,0,165417.31
201262,10938,2,1,43169.25,2018-10-19 00:00:00.000,3626217.0,0,149898.19
200698,10252,1,1,6818.08,2020-05-29 00:00:00.000,572718.72,0,225302.05
200379,10460,5,1,38941.36,2019-07-29 00:00:00.000,3271074.24,0,244106.34
200309,10800,2,1,88843.0,2020-04-05 00:00:00.000,7462812.0,0,188759.97
200462,10653,5,1,78226.86,2019-05-30 00:00:00.000,6571056.24,0,185914.19
200186,10686,2,1,75229.57,2021-09-13 00:00:00.000,6319283.88,0,217954.03
200432,10010,3,1,28642.89,2021-05-30 00:00:00.000,2406002.76,0,183333.12
201070,10697,1,1,-451.22,2020-07-16 00:00:00.000,-37902.48,0,206641.92
200996,10863,2,1,88081.58,2021-04-18 00:00:00.000,7398852.72,0,227853.69
200632,10821,2,1,34136.27,2019-08-20 00:00:00.000,2867446.68,0,210123.43
200671,10617,3,2,71165.2,2021-02-16 00:00:00.000,5977876.8,0,190656.21
200686,10719,1,1,21832.9,2019-05-05 00:00:00.000,1833963.6,0,223423.17
200962,10466,4,1,93428.62,2020-01-13 00:00:00.000,7848004.08,0,201934.72
200523,10496,2,1,10299.2,2020-08-06 00:00:00.000,865132.8,0,201269.36
200496,10431,3,1,7310.55,2021-06-26 00:00:00.000,614086.2,0,177114.79
200715,10476,5,1,90889.92,2018-07-09 00:00:00.000,7634753.28,0,173727.89
201129,10527,3,1,97520.65,2021-07-09 00:00:00.000,8191734.6,1,223806.0
200645,10027,2,1,87257.64,2020-03-18 00:00:00.000,7329641.76,0,203116.05
200075,10390,1,1,85355.69,2019-09-17 00:00:00.000,7169877.96,0,208712.58
200464,10637,3,1,33402.53,2020-08-10 00:00:00.000,2805812.52,0,174755.8
201189,10739,4,1,16636.45,2020-06-13 00:00:00.000,1397461.8,0,205317.06
200182,10539,5,3,54673.13,2021-12-03 00:00:00.000,4592542.92,0,214625.28
200152,11068,5,2,33642.96,2020-07-23 00:00:00.000,2826008.64,0,215941.7
201431,10525,4,1,21044.85,2021-06-05 00:00:00.000,1767767.4,0,201991.24
200849,10956,5,1,97799.03,2021-09-26 00:00:00.000,8215118.52,0,203181.49
201387,10445,4,1,53314.79,2019-04-03 00:00:00.000,4478442.36,0,201031.92
200982,10384,5,1,168.24,,14132.16,0,223635.84
200758,10561,3,1,66408.18,2020-07-25 00:00:00.000,5578287.12,0,188091.21
201079,10818,1,1,43246.95,2020-06-14 00:00:00.000,3632743.8,0,206633.92
200713,11085,5,1,36010.17,2020-08-30 00:00:00.000,3024854.28,0,197938.07
201273,11013,4,1,71894.33,2020-09-26 00:00:00.000,6039123.72,0,229964.9
200699,10639,2,1,45953.62,2022-01-04 00:00:00.000,3860104.08,0,254899.99
200561,10092,1,1,32040.43,2019-01-26 00:00:00.000,2691396.12,0,196108.47
200663,10534,1,1,30305.49,2021-08-12 00:00:00.000,2545661.16,0,204705.91
200166,10498,4,1,6819.43,2021-03-29 00:00:00.000,572832.12,0,215397.08
200907,10045,1,1,82824.07,2018-08-16 00:00:00.000,6957221.88,0,204034.63
201459,10700,4,1,11158.18,2022-01-11 00:00:00.000,937287.12,0,192280.17
200176,10857,5,2,98824.99,2022-01-21 00:00:00.000,8301299.16,0,187535.34
201157,10277,5,1,798.95,2021-01-10 00:00:00.000,67111.8,0,215626.32
200957,10896,4,1,49195.28,2021-08-22 00:00:00.000,4132403.52,1,190388.3
201225,10694,2,2,57861.87,2019-12-30 00:00:00.000,4860397.08,0,205947.72
201195,10545,3,1,79409.9,2018-07-23 00:00:00.000,6670431.6,0,209380.51
200934,10631,5,1,5803.63,2019-08-19 00:00:00.000,487504.92,0,206406.14
200548,10731,2,1,95485.55,2020-03-12 00:00:00.000,8020786.2,0,258858.52
200688,10785,2,1,31938.31,2018-10-25 00:00:00.000,2682818.04,0,219470.91
201229,10976,2,1,21440.71,2018-05-10 00:00:00.000,1801019.64,0,210043.8
200502,10912,1,2,8471.71,2019-01-07 00:00:00.000,711623.64,0,211816.24
200873,11081,5,1,33312.88,2019-01-02 00:00:00.000,2798281.92,0,228580.92
201314,10343,1,1,39814.31,2020-12-22 00:00:00.000,3344402.04,0,190285.96
200829,11083,5,1,99367.56,2018-08-03 00:00:00.000,8346875.04,0,214843.81
200620,10780,3,1,97709.97,2021-12-19 00:00:00.000,8207637.48,0,192042.37
200562,10178,3,1,54139.42,2020-06-07 00:00:00.000,4547711.28,0,233991.19
201643,10106,3,3,63417.47,2021-10-23 00:00:00.000,5327067.48,0,234294.28
201158,10971,4,1,89490.97,2025-12-11 00:00:00.000,7517241.48,0,199406.19
201000,10843,2,2,2903.48,2020-08-10 00:00:00.000,243892.32,0,204814.75
200387,11022,5,1,1484.19,2021-01-02 00:00:00.000,124671.96,0,224316.41
201266,10526,1,1,9506.54,2019-12-04 00:00:00.000,798549.36,0,237638.01
200590,10670,2,1,34993.26,2019-07-01 00:00:00.000,2939433.84,0,253684.38
200044,10892,2,2,76966.28,2021-03-05 00:00:00.000,6465167.52,0,193222.28
200684,10025,4,1,11829.41,2018-09-10 00:00:00.000,993670.44,0,155879.8
200295,11080,1,1,24421.48,2020-05-07 00:00:00.000,2051404.32,0,196705.59
201101,10433,2,1,94618.51,2019-01-13 00:00:00.000,7947954.84,0,212699.53
201485,11002,4,2,40948.29,2018-11-20 00:00:00.000,3439656.36,0,192425.59
200995,10958,4,1,72530.73,2019-03-07 00:00:00.000,6092581.32,0,186120.27
200625,10229,1,1,27438.12,2020-02-11 00:00:00.000,2304802.08,0,222118.11
200231,10593,2,1,8421.29,2019-04-09 00:00:00.000,707388.36,0,178414.78
200832,10307,1,1,19414.17,2020-05-27 00:00:00.000,1630790.28,0,191541.94
201006,10900,5,1,68744.61,2018-08-21 00:00:00.000,5774547.24,0,226211.41
200103,10289,2,1,2495.42,2021-10-05 00:00:00.000,209615.28,0,217828.98
200970,10943,5,1,74975.09,2018-11-05 00:00:00.000,6297907.56,1,227060.71
201217,10972,3,1,15058.27,2019-11-21 00:00:00.000,1264894.68,0,234032.2
201169,10609,3,1,66365.39,2019-09-14 00:00:00.000,5574692.76,0,173880.29
201393,10212,1,1,32876.62,2018-02-28 00:00:00.000,2761636.08,1,190359.46
200712,10648,2,1,46654.26,2019-12-10 00:00:00.000,3918957.84,0,181444.64
201270,10357,1,1,63489.87,2022-02-07 00:00:00.000,5333149.08,0,231011.52
200936,10269,5,1,36884.55,2019-09-28 00:00:00.000,3098302.2,0,215067.25
200407,10449,2,1,86226.61,2021-11-05 00:00:00.000,7243035.24,0,188585.88
201253,10568,2,1,78877.32,,6625694.88,1,192084.97
200752,10755,1,1,80947.03,2018-06-25 00:00:00.000,6799550.52,0,186170.63
